Currency,Buying,Selling,Mean,Transaction Date,source_url,scraped_at
MWK,1.4546,1.4692,1.4619,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
MYR,648.7746,655.2624,652.0185,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
MZM,39.4775,39.8723,39.6749,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
NAD,159.7722,161.37,160.5711,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
NGN,1.8798,1.8986,1.8892,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
NLG,1019.4473,1029.6418,1024.5445,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
NOK,267.3239,269.9972,268.6605,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
NZD,1539.9701,1555.3698,1547.6699,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
PKR,9.0967,9.1877,9.1422,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
QAR,695.926,702.8852,699.4056,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
RWF,1.7386,1.756,1.7473,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
SAR,679.0427,685.8331,682.4379,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
SDR,3507.3147,3542.3879,3524.8513,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
SEK,285.19,288.0419,286.616,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
SGD,2011.7598,2031.8774,2021.8186,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
TRY,58.3788,58.9626,58.6707,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
UGX,0.7149,0.722,0.7184,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
USD,2547.0891,2572.56,2559.8246,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
GOLD,12855987.05,12984546.92,12920266.98,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
ZAR,159.7302,161.3275,160.5288,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
ZMW,133.7055,135.0425,134.374,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
ZWD,6.6853,6.7521,6.7187,2026-02-14,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-14 03:28:38.022521
AED,693.4062,700.3403,696.8733,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
ATS,163.2624,164.895,164.0787,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
AUD,1801.8108,1819.8289,1810.8199,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
BIF,0.8549,0.8634,0.8591,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
BWP,205.2954,207.3483,206.3219,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
CAD,1877.2768,1896.0495,1886.6631,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
CHF,3324.3136,3357.5568,3340.9352,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
CNY,368.5345,372.2198,370.3771,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
CUC,106.1287,107.19,106.6594,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
DKK,405.8459,409.9044,407.8752,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
DZD,19.6551,19.8516,19.7534,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
EUR,3032.819,3063.1472,3047.9831,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
GBP,3484.6726,3519.5193,3502.096,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
HKD,325.8147,329.0729,327.4438,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
INR,28.1468,28.4283,28.2875,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
IQD,1.9436,1.963,1.9533,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
IRR,0.0021,0.0021,0.0021,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
JPY,16.4117,16.5758,16.4937,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
KES,19.7219,19.9192,19.8206,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
KRW,1.7442,1.7617,1.7529,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
KWD,8345.6393,8429.0957,8387.3675,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
MWK,1.4546,1.4692,1.4619,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
MYR,648.7746,655.2624,652.0185,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
MZM,39.4775,39.8723,39.6749,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
NAD,159.7722,161.37,160.5711,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
NGN,1.8798,1.8986,1.8892,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
NLG,1019.4473,1029.6418,1024.5445,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
NOK,267.3239,269.9972,268.6605,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
NZD,1539.9701,1555.3698,1547.6699,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
PKR,9.0967,9.1877,9.1422,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
QAR,695.926,702.8852,699.4056,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
RWF,1.7386,1.756,1.7473,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
SAR,679.0427,685.8331,682.4379,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
SDR,3507.3147,3542.3879,3524.8513,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
SEK,285.19,288.0419,286.616,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
SGD,2011.7598,2031.8774,2021.8186,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
TRY,58.3788,58.9626,58.6707,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
UGX,0.7149,0.722,0.7184,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
USD,2547.0891,2572.56,2559.8246,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
GOLD,12855987.05,12984546.92,12920266.98,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
ZAR,159.7302,161.3275,160.5288,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
ZMW,133.7055,135.0425,134.374,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
ZWD,6.6853,6.7521,6.7187,2026-02-15,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-15 03:42:05.695052
AED,693.4062,700.3403,696.8733,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
ATS,163.2624,164.895,164.0787,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
AUD,1801.8108,1819.8289,1810.8199,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
BIF,0.8549,0.8634,0.8591,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
BWP,205.2954,207.3483,206.3219,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
CAD,1877.2768,1896.0495,1886.6631,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
CHF,3324.3136,3357.5568,3340.9352,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
CNY,368.5345,372.2198,370.3771,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
CUC,106.1287,107.19,106.6594,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
DKK,405.8459,409.9044,407.8752,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
DZD,19.6551,19.8516,19.7534,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
EUR,3032.819,3063.1472,3047.9831,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
GBP,3484.6726,3519.5193,3502.096,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
HKD,325.8147,329.0729,327.4438,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
INR,28.1468,28.4283,28.2875,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
IQD,1.9436,1.963,1.9533,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
IRR,0.0021,0.0021,0.0021,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
JPY,16.4117,16.5758,16.4937,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
KES,19.7219,19.9192,19.8206,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
KRW,1.7442,1.7617,1.7529,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
KWD,8345.6393,8429.0957,8387.3675,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
MWK,1.4546,1.4692,1.4619,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
MYR,648.7746,655.2624,652.0185,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
MZM,39.4775,39.8723,39.6749,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
NAD,159.7722,161.37,160.5711,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
NGN,1.8798,1.8986,1.8892,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
NLG,1019.4473,1029.6418,1024.5445,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
NOK,267.3239,269.9972,268.6605,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
NZD,1539.9701,1555.3698,1547.6699,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
PKR,9.0967,9.1877,9.1422,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
QAR,695.926,702.8852,699.4056,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
RWF,1.7386,1.756,1.7473,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
SAR,679.0427,685.8331,682.4379,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
SDR,3507.3147,3542.3879,3524.8513,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
SEK,285.19,288.0419,286.616,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
SGD,2011.7598,2031.8774,2021.8186,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
TRY,58.3788,58.9626,58.6707,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
UGX,0.7149,0.722,0.7184,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
USD,2547.0891,2572.56,2559.8246,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
GOLD,12855987.05,12984546.92,12920266.98,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
ZAR,159.7302,161.3275,160.5288,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
ZMW,133.7055,135.0425,134.374,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
ZWD,6.6853,6.7521,6.7187,2026-02-16,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-16 03:41:52.111869
AED,697.1525,704.124,700.6383,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
ATS,164.1578,165.7994,164.9786,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
AUD,1813.9984,1832.1384,1823.0684,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
BIF,0.8624,0.871,0.8667,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
BWP,205.9092,207.9683,206.9387,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
CAD,1879.125,1897.9162,1888.5206,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
CHF,3323.8928,3357.1317,3340.5123,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
CNY,370.6684,374.3751,372.5218,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
CUC,106.7108,107.7779,107.2444,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
DKK,406.2659,410.3285,408.2972,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
DZD,19.65,19.8465,19.7482,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
EUR,3035.3676,3065.7213,3050.5444,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
GBP,3491.2362,3526.1485,3508.6924,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
HKD,327.7065,330.9836,329.3451,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
INR,28.2158,28.4979,28.3568,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
IQD,1.9542,1.9738,1.964,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
IRR,0.002,0.002,0.002,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
JPY,16.6964,16.8634,16.7799,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
KES,19.8378,20.0362,19.937,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
KRW,1.7755,1.7933,1.7844,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
KWD,8391.4135,8475.3277,8433.3706,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
MWK,1.4626,1.4773,1.4699,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
MYR,656.3453,662.9088,659.627,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
MZM,39.694,40.091,39.8925,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
NAD,160.4563,162.0609,161.2586,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
NGN,1.8888,1.9077,1.8982,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
NLG,1025.0388,1035.2892,1030.164,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
NOK,269.5483,272.2438,270.8961,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
NZD,1546.6238,1562.09,1554.3569,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
PKR,9.1581,9.2497,9.2039,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
QAR,699.743,706.7404,703.2417,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
RWF,1.7525,1.77,1.7613,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
SAR,682.8945,689.7235,686.309,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
SDR,3529.8861,3565.1849,3547.5355,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
SEK,285.7655,288.6232,287.1944,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
SGD,2028.08,2048.3608,2038.2204,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
TRY,58.5913,59.1772,58.8842,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
UGX,0.7224,0.7296,0.726,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
USD,2561.0594,2586.67,2573.8647,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
GOLD,12794550.06,12922495.56,12858522.81,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
ZAR,160.4302,162.0345,161.2323,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
ZMW,140.332,141.7353,141.0337,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
ZWD,6.7219,6.7892,6.7556,2026-02-17,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-17 03:35:55.624868
AED,697.7216,704.6988,701.2102,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
ATS,164.2784,165.9212,165.0998,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
AUD,1809.4361,1827.5304,1818.4832,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
BIF,0.8609,0.8695,0.8652,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
BWP,205.2915,207.3445,206.318,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
CAD,1874.5908,1893.3367,1883.9638,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
CHF,3321.5923,3354.8082,3338.2002,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
CNY,370.9407,374.6501,372.7954,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
CUC,106.7892,107.8571,107.3231,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
DKK,405.612,409.6681,407.6401,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
DZD,19.6426,19.839,19.7408,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
EUR,3030.421,3060.7252,3045.5731,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
GBP,3468.6838,3503.3706,3486.0272,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
HKD,327.9137,331.1928,329.5533,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
INR,28.2517,28.5342,28.393,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
IQD,1.9557,1.9752,1.9654,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
IRR,0.002,0.002,0.002,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
JPY,16.7152,16.8823,16.7988,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
KES,19.8524,20.0509,19.9516,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
KRW,1.7738,1.7916,1.7827,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
KWD,8397.5773,8481.5531,8439.5652,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
MWK,1.4637,1.4783,1.471,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
MYR,656.8274,663.3957,660.1116,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
MZM,39.7232,40.1204,39.9218,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
NAD,159.6052,161.2013,160.4032,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
NGN,1.9038,1.9229,1.9134,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
NLG,1025.7917,1036.0496,1030.9207,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
NOK,267.9107,270.5898,269.2502,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
NZD,1546.9909,1562.4609,1554.7259,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
PKR,9.1566,9.2482,9.2024,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
QAR,700.257,707.2596,703.7583,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
RWF,1.7536,1.7711,1.7623,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
SAR,683.3962,690.2301,686.8131,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
SDR,3532.4789,3567.8037,3550.1413,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
SEK,284.5309,287.3762,285.9536,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
SGD,2026.8411,2047.1095,2036.9753,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
TRY,58.6189,59.2051,58.912,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
UGX,0.7247,0.732,0.7283,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
USD,2562.9406,2588.57,2575.7553,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
GOLD,12597724.42,12723701.66,12660713.04,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
ZAR,159.5545,161.1501,160.3523,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
ZMW,138.9128,140.3019,139.6073,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
ZWD,6.7269,6.7941,6.7605,2026-02-18,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-18 03:38:37.193785
AED,697.8105,704.7886,701.2996,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
ATS,164.2994,165.9424,165.1209,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
AUD,1813.5116,1831.6468,1822.5792,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
BIF,0.8609,0.8695,0.8652,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
BWP,205.574,207.6298,206.6019,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
CAD,1878.6773,1897.4641,1888.0707,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
CHF,3326.3267,3359.5899,3342.9583,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
CNY,370.988,374.6979,372.8429,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
CUC,106.8028,107.8708,107.3368,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
DKK,406.3196,410.3828,408.3512,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
DZD,19.6601,19.8567,19.7584,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
EUR,3036.1901,3066.5521,3051.3711,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
GBP,3480.6607,3515.4673,3498.064,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
HKD,328.0017,331.2817,329.6417,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
INR,28.2631,28.5458,28.4044,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
IQD,1.9559,1.9755,1.9657,2026-02-19,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-19 03:37:44.404572
